JOBNAME,PROGNAME,VARIANT,PDEST,PRCOP,PLIST,PRTXT,PRBER
YFTMKY1A,SAPFPAYM_MERGE,KY1_TR_WIRE,MFPR,001,YFTMKY1A_001,,COP
YFTMKY1F,SAPFPAYM_MERGE,KY1_TR_WIRE,MFPR,001,YFTMKY1F_001,,COP
YFTMKY2A,SAPFPAYM_MERGE,KY2_TR_WIRE,MFPR,001,YFTMKY2A_001,,COP
YFTMKY2F,SAPFPAYM_MERGE,KY2_TR_WIRE,MFPR,001,YFTMKY2F_001,,COP
YFTMKY3F,SAPFPAYM_MERGE,KY3_TR_WIRE,MFPR,001,YFTMKY3F_001,,COP
YFTMKZ1A,SAPFPAYM_MERGE,KZ1_TR_WIRE,MFPR,001,YFTMKZ1A_001,,COP
YFTMKZ1F,SAPFPAYM_MERGE,KZ1_TR_WIRE,MFPR,001,YFTMKZ1F_001,,COP
YFTMLY1A,SAPFPAYM_MERGE,LY1_TR_WIRE,MFPR,001,YFTMLY1A_001,,COP
YFTMLY1F,SAPFPAYM_MERGE,LY1_TR_WIRE,MFPR,001,YFTMLY1F_001,,COP
YFTMMY1A,SAPFPAYM_MERGE,MY1_TR_WIRE,MFPR,001,YFTMMY1A_001,,COP
YFTMMY1F,SAPFPAYM_MERGE,MY1_TR_WIRE,MFPR,001,YFTMMY1F_001,,COP
YFTMMY2A,SAPFPAYM_MERGE,MY2_TR_WIRE,MFPR,001,YFTMMY2A_001,,COP
YFTMMY2F,SAPFPAYM_MERGE,MY2_TR_WIRE,MFPR,001,YFTMMY2F_001,,COP
YFTMNG1A,SAPFPAYM_MERGE,NG1_TR_WIRE,MFPR,001,YFTMNG1A_001,,COP
YFTMNG1F,SAPFPAYM_MERGE,NG1_TR_WIRE,MFPR,001,YFTMNG1F_001,,COP
YFTMNL1A,SAPFPAYM_MERGE,NL1_TR_WIRE,MFPR,001,YFTMNL1A_001,,COP
YFTMNL1F,SAPFPAYM_MERGE,NL1_TR_WIRE,MFPR,001,YFTMNL1F_001,,COP
YFTMNO1A,SAPFPAYM_MERGE,NO1_TR_WIRE,MFPR,001,YFTMNO1A_001,,COP
YFTMNO1F,SAPFPAYM_MERGE,NO1_TR_WIRE,MFPR,001,YFTMNO1F_001,,COP
YFTMNO2A,SAPFPAYM_MERGE,NO2_TR_WIRE,MFPR,001,YFTMNO2A_001,,COP
YFTMNO2F,SAPFPAYM_MERGE,NO2_TR_WIRE,MFPR,001,YFTMNO2F_001,,COP
YFTMPE1A,SAPFPAYM_MERGE,PE1_TR_WIRE,MFPR,001,YFTMPE1A_001,,COP
YFTMPE1F,SAPFPAYM_MERGE,PE1_TR_WIRE,MFPR,001,YFTMPE1F_001,,COP
YFTMQA1A,SAPFPAYM_MERGE,QA1_TR_WIRE,MFPR,001,YFTMQA1A_001,,COP
YFTMQA1F,SAPFPAYM_MERGE,QA1_TR_WIRE,MFPR,001,YFTMQA1F_001,,COP
YFTMRU2A,SAPFPAYM_MERGE,RU2_TR_WIRE,MFPR,001,YFTMRU2A_001,,COP
YFTMSG1A,SAPFPAYM_MERGE,SG1_TR_WIRE,MFPR,001,YFTMSG1A_001,,COP
YFTMSG1F,SAPFPAYM_MERGE,SG1_TR_WIRE,MFPR,001,YFTMSG1F_001,,COP
YFTMSG3A,SAPFPAYM_MERGE,SG3_TR_WIRE,MFPR,001,YFTMSG3A_001,,COP
YFTMSG3F,SAPFPAYM_MERGE,SG3_TR_WIRE,MFPR,001,YFTMSG3F_001,,COP
YFTMTUCA,SAPFPAYM_MERGE,JC2_TR_WIRE,,001,YFTMTUCA_001,,COP
YFTMTUCF,SAPFPAYM_MERGE,JC2_TR_WIRE,,001,YFTMTUCF_001,,COP
YFTMUS1A,SAPFPAYM_MERGE,US1_TR_WIRE,MFPR,001,YFTMUS1A_001,,COP
YFTMUS1F,SAPFPAYM_MERGE,US1_TR_WIRE,MFPR,001,YFTMUS1F_001,,COP
YFTMUS2A,SAPFPAYM_MERGE,US2_TR_WIRE,MFPR,001,YFTMUS2A_001,,COP
YFTMUS2F,SAPFPAYM_MERGE,US2_TR_WIRE,MFPR,001,YFTMUS2F_001,,COP
YFTPAY01,ZUFARPSC,AUSTRALIA,S014,001,YFTPAY01_001,,COP
YFTPAY02,ZTVARVC_PAYM_PARAM,AUST UPDATE,S014,001,YFTPAY02_001,,COP
YFTPAYM2,ZTVARVC_PAYM_PARAM,MLYS UPDATE,S014,001,YFTPAYM2_001,,COP
YFTREMIN,ZTR_EMIR_RPTG_INBOUND_XML,EMIR,MFPR,001,YFTREMIN_001,,COP
YFTREMOT,ZUNIXDUMMY,EMIR,MFPR,001,YFTREMOT_001,,COP
YFTREVLD,ZFI_JVA_TRUST_PRA_EXT_LOAD_REV,PROD RUN AD,MFPR,001,YFTREVLD_001,,COP
YFTREXRT,ZUNIXCPY,TR EXCH RATES,MFPR,001,YFTREXRT_001,,
YFTRFIPP,Z_SEND_APPROVAL_EMAIL,FIPP-PRD,BVMC,001,YFTRFIPP_001,,COP
YFTRKLNA,RKLNACHT,DAILY,MFPR,001,YFTRKLNA_001,,
YFTRLIBR,ZUNIXCPY,LIBORS,MFPR,001,YFTRLIBR_001,,
YFTRMISO,RFTXM320,MISYS,MFPR,001,YFTRMISO_001,,
YFTRVAUE,ZPTRVL_CC_DUPLICATE_CHECK,AU-EAST,MFPR,001,YFTRVAUE_001,,COP
YFTRVAUM,ZPTRVL_LOAD_CC_DATA,BOA AU,HSCS,001,YFTRVAUM_001,,SFTRAVEL
YFTRVAUR,ZPTRVL_PRCCF,AU-EAST,MFPR,001,YFTRVAUR_001,,COP
YFTRVAUT,ZPTRVL_CC_DUPLICATE_CHECK,AU - BAML,BVMK,001,YFTRVAUT_001,,COP
YFTRVBCD,ZPTRVL_CC_DUPLICATE_CHECK,UK-BARCLAY,MFPR,001,YFTRVBCD_001,,COP
YFTRVBCE,ZPTRVL_PRCCF,UK-BARCLAY,MFPR,001,YFTRVBCE_001,,COP
YFTRVBCL,ZPTRVL_CC_REFORMAT_JPMC,UK-BARCLAY,MFPR,001,YFTRVBCL_001,,COP
YFTRVBCM,ZPTRVL_LOAD_CC_DATA,BARCLAUK,MFPR,001,YFTRVBCM_001,Travel and Expense CC Load Program UK,SFTRAVEL
YFTRVBCP,ZBLDGLFI,TRVL-UK BCVI,MFPR,001,YFTRVBCP_001,,COP
YFTRVBM1,ZPTRVL_LOAD_CC_DATA,BARCLAUK TEST,MFPR,001,YFTRVBM1_001,Travel and Expense CC Load Program UK,SFTRAVEL
YFTRVCAD,ZPTRVL_CC_DUPLICATE_CHECK,BMO-CAN,BVMK,001,YFTRVCAD_001,,
YFTRVCAE,ZPTRVL_PRCCF,BMO-CAN,MFPR,001,YFTRVCAE_001,,
YFTRVCAL,ZPTRVL_CC_REFORMAT_JPMC,BMO-CAN,MFPR,001,YFTRVCAL_001,,
YFTRVCAM,ZPTRVL_LOAD_CC_DATA,BMO CA,,001,YFTRVCAM_001,,SFTRAVEL
YFTRVCAP,ZBLDGLFI,TRVL-CA BMO,MFPR,001,YFTRVCAP_001,,
YFTRVCM1,ZPTRVL_LOAD_CC_DATA,BMO CA TEST,MFPR,001,YFTRVCM1_001,Travel and Expense CC Load Program CA,SFTRAVEL
YFTRVCNO,ZPTRVL_CC_REFORMAT_JPMC,DNB,MFPR,001,YFTRVCNO_001,,
YFTRVDAU,ZPTRVL_CC_REFORMAT_JPMC,BAML AU,MFPR,001,YFTRVDAU_001,,
YFTRVDCC,ZPTRVL_CC_REC_DEL,CC DELETE - DN,MFPR,001,YFTRVDCC_001,,
YFTRVEID,ZPTRVL_PRCCF,ID-VI VISA INT,BVMK,001,YFTRVEID_001,,
YFTRVENO,ZPTRVL_PRCCF,DNB,MFPR,001,YFTRVENO_001,,
YFTRVFAU,ZPTRVL_PRCCF,BAML AU,MFPR,001,YFTRVFAU_001,,
YFTRVIM1,ZPTRVL_LOAD_CC_DATA,BARCLAYS TEST,MFPR,001,YFTRVIM1_001,Travel and Expense CC Load Program US,SFTRAVEL
YFTRVIPD,ZPTRVL_CC_DUPLICATE_CHECK,IP-BARCLAY,MFPR,001,YFTRVIPD_001,,COP
YFTRVIPE,ZPTRVL_PRCCF,IP-BARCLAY,MFPR,001,YFTRVIPE_001,,SHRP
YFTRVIPL,ZPTRVL_CC_REFORMAT_JPMC,IP-BARCLAY,MFPR,001,YFTRVIPL_001,,COP
YFTRVIPM,ZPTRVL_LOAD_CC_DATA,BARCLAYS,MFPR,001,YFTRVIPM_001,Travel and Expense CC Load Program US,SFTRAVEL
YFTRVIPP,ZBLDGLFI,TRVL-IP BCVI,MFPR,001,YFTRVIPP_001,,SHRP
YFTRVJUP,ZBLDGLFI,TRVL-US JPMC,MFPR,001,YFTRVJUP_001,,
YFTRVLAU,RPRTEC00,ABU-PRD,S152,001,YFTRVLAU_001,,
YFTRVLBI,ZTRVL_BI_EXTRACT,PRD_BI,MFPR,001,YFTRVLBI_001,,
YFTRVLCA,RPRTEC00,ZCANADASETTLE,MFPR,001,YFTRVLCA_001,,COP
YFTRVLCN,RPRTEC00,CHINA TRIPS,BVMK,001,YFTRVLCN_001,,
YFTRVLEM,Z_SEND_APPROVAL_EMAIL,TRAVEL,MFPR,001,YFTRVLEM_001,,
YFTRVLFI,RPRTEC00,US JPMC,MFPR,001,YFTRVLFI_001,,COP
YFTRVLMY,RPRTEC00,MALAYSIA,BVMK,001,YFTRVLMY_001,,
YFTRVLRR,ZPTRVL_RESUBMIT_REMINDERS,PROD_RUN,MFPR,001,YFTRVLRR_001,,COP
YFTRVLSG,RPRTEC00,SINGAPORE,MFPR,001,YFTRVLSG_001,,COP
YFTRVMAU,ZPTRVL_LOAD_CC_DATA,AU-EAST,MFPR,001,YFTRVMAU_001,,COP
YFTRVNOD,ZPTRVL_CC_DUPLICATE_CHECK,NO - DNB,BVMK,001,YFTRVNOD_001,,COP
YFTRVNOM,ZPTRVL_LOAD_CC_DATA,DN NO,HSCS,001,YFTRVNOM_001,,SFTRAVEL
YFTRVOVS,ZPTRVL_OVERSIGHT_EXTRACT,US-CA-DATA,MFPR,001,YFTRVOVS_001,,COP
YFTRVPPM,ZPTRVL_UPD_FPB_PERSPARM,PROD UPDATE,BVMK,001,YFTRVPPM_001,,COP
YFTRVRCE,ZTRAVEL_EMAIL_CCRECIP,US TRAVEL,BVMK,001,YFTRVRCE_001,,
YFTRVRCM,ZTRAVEL_EMAIL_OPEN,GLOBAL LITE,BVMK,001,YFTRVRCM_001,,COP
YFTRVSAU,ZTRAVEL_EMAIL_CCRECIP,AUSTRALIA BAML,MFPR,001,YFTRVSAU_001,,COP
YFTRVUM1,ZPTRVL_LOAD_CC_DATA,JPMC US TEST,MFPR,001,YFTRVUM1_001,Travel and Expense CC Load Program US,SFTRAVEL
YFTRVUSE,ZPTRVL_PRCCF,JPMC VISA-US,MFPR,001,YFTRVUSE_001,,
YFTRVUSL,ZPTRVL_CC_REFORMAT_JPMC,JPMC VISA-US,MFPR,001,YFTRVUSL_001,,
YFTRVUSM,ZPTRVL_LOAD_CC_DATA,JPMC US,MFPR,001,YFTRVUSM_001,Travel and Expense CC Load Program US,SFTRAVEL
YFTRVUSP,ZBLDGLFI,TRVL-US JPVI,MFPR,001,YFTRVUSP_001,,
YFTRYCRV,ZUNIXCPY,YIELD CURVES,MFPR,001,YFTRYCRV_001,,
YFTX1042,ZFI_1042_EXTRACT_REPORT,DEFAULT,MFPR,001,YFTX1042_001,,COP
YFTXBLDC,ZFTAX_BUILD_CSI,PROD RUN,BVMK,001,YFTXBLDC_001,,
YFTXBLDR,ZFTAX_RECON_BUILD,PROD RUN,BVMK,001,YFTXBLDR_001,,COP
YFTXBLDT,ZFTAX_BUILD_CSI,PROD TEST RUN,BVMK,001,YFTXBLDT_001,,
YFTXBLDU,ZFTAX_RECON_BUILD,PROD UPD RUN,BVMK,001,YFTXBLDU_001,,COP
YFTXCABB,ZFTAX_RECON_CALC_BEG_BAL,PROD RUN,BVMK,001,YFTXCABB_001,,COP
YFTXEXTR,ZFTAX_EXTRACT_RETURN,PROD RUN,BVMK,001,YFTXEXTR_001,,
YFTXHLAP,ZFTAX_HOLD_LA_PURGE,PROD RUN,BVMK,001,YFTXHLAP_001,,
YFTXLDRC,ZFTAX_LOAD_RETN_COMBO,PROD RUN,BVMK,001,YFTXLDRC_001,,
YFTXLDRE,ZFTAX_RECON_LOAD,PROD RUN,BVMK,001,YFTXLDRE_001,,COP
YFTXLDRU,ZFTAX_RECON_LOAD,PROD UPD RUN,BVMK,001,YFTXLDRU_001,,COP
YFTXLDTX,ZFTAX_LOAD_CSI,PROD RUN,BVMK,001,YFTXLDTX_001,,
YFTXMKCL,ZFTAX_RECON_MARK_CLEARED,PROD RUN,BVMK,001,YFTXMKCL_001,,COP
YFTXPURG,ZFTAX_PURGE_DATA,PROD RUN,BVMK,001,YFTXPURG_001,,
YFTXREVS,ZBLDGLFI,REVERSAL_TAX,BVMK,001,YFTXREVS_001,,COP
YFTXROIT,ZFTAX_RECON_ROLL_OPEN_ITEMS,PROD RUN,BVMK,001,YFTXROIT_001,,COP
YFUATR01,ZUFAR007,GENERAL,J127,001,ZUFAR007_KWA,,
YFUFORC1,YU_RGJVCB10,ZU CUTBACK 000,S838,001,YU_RGJVBC10,,
YFUFORC2,RKO7CJ9G,SETTLE VER-000,S838,001,RKO7CJ9G,,
YFUNSE01,ZFORSETL,CORP 01,MFPR,001,YFUNSE01_001,,COP
YFUNSE02,ZFORSETL,CORP ALL,MFPR,001,YFUNSE02_001,,COP
YFUNSE03,ZFPRSETL,CORP ALL,MFPR,001,YFUNSE03_001,,COP
YFUNSEA1,ZFPRSETL,ALASKA,MFPR,001,YFUNSEA1_001,,
YFUNSEAK,ZFORSETL,ALASKA,MFPR,001,YFUNSEAK_001,,
YFUNSEC1,ZFORSETL,CANADA,MFPR,001,YFUNSEC1_001,,
YFUNSEC2,ZFORSETL,CANADA,MFPR,001,YFUNSEC2_001,,
YFUNSEC3,ZFPRSETL,CANADA,MFPR,001,YFUNSEC3_001,,
YFUNSECA,ZFPRSETL,CANADA,MFPR,001,YFUNSECA_001,,
YFUNSEH1,ZFPRSETL,LOWER 48,MFPR,001,YFUNSEH1_001,,
YFUNSEHZ,ZFORSETL,LOWER 48,MFPR,001,YFUNSEHZ_001,,
YFUNSEIE,ZFPRSETL,IE PROJECTS,MFPR,001,YFUNSEIE_001,,
YFUNSEQ2,ZFORSETL,APLNG,MFPR,001,YFUNSEQ2_001,,COP
YFUNSEQ3,ZFORSETL,APLNG,MFPR,001,YFUNSEQ3_001,,COP
YFUNSEQL,ZFORSETL,APLNG,MFPR,001,YFUNSEQL_001,,COP
YFUPAY01,ZUFARPSC,NORWAY,S014,001,YFUPAY01_001,,COP
YFUPAY02,ZTVARVC_PAYM_PARAM,EMEA UPDATE,BVMK,001,YFUPAY02_001,,COP
YFUPAYS2,ZTVARVC_PAYM_PARAM,SING UPDATE,S014,001,YFUPAYS2_001,,COP
YFUPAYSG,ZUFARPSC,SINGAPORE,S014,001,YFUPAYSG_001,,COP
YFUSNUSC,ZFIND_AND_CLEAR_DOCS,TKA US W/NUS C,,001,YFUSNUSC_001,,COP
YFUSWUSC,ZFIND_AND_CLEAR_DOCS,TKA US W/US C,,001,YFUSWUSC_001,,COP
YFUSWUSV,ZFIND_AND_CLEAR_DOCS,TKA US W/US V,,001,YFUSWUSV_001,,COP
YFUTVARV,ZUDTVARV,UPDATES TVARV,MFPR,001,YFUTVARV_001,,
YFVARSRC,ZVARSRCH,NO PYMT DOC,DUMY,001,YFVARSRC_001,,
YFVDRDUP,ZFI_VENDOR_DUP_REPORT,BATCHPROCESS,MFPR,001,YFVDRDUP_001,,COP
YFWAITQL,ZWAIT,ZWAIT_15_MIN,MFPR,001,YFWAITQL_001,,COP
YFWFMAIL,ZVJWF160,DAYS,MFPR,001,YFWFMAIL_001,,
YFWKMAIL,ZVJWF160,WEEKLY,BVMC,001,QFWKMAIL_001,,COP
YFWRKDA2,ZWORKDAY,ROLL WORKDAY,MFPR,001,YFWRKDA2_001,,
YFWRKDAY,ZWORKDAY,ROLL WORKDAY,MFPR,001,YFWRKDAY_001,,
YFWRKDEL,ZWRKFDEL,S 62008975,MFPR,001,YFWRKDEL_001,,COP
YFYTX001,ZAVPAUDT,999 LAST MTH,MFPR,001,YFYTX001_001,Monthly Taxware extract for return processing,COP
YGTSEMPL,ZHR_GENERATE_IDOCS,EMPLOYEE DATA,BVMC,001,YGTSEMPL_001,,COP
YGTSPART,Z_GTS_CHANGEPOINTER_CLEAR,HOURLY,MFPR,001,YGTSPART_001,,
YHRCATSM,ZUSERACTIVITY_ROLE,MONTHLY RUN,MFPR,001,YHRCATSM_001,,
YHUPRIDE,ZUHARPR1,PRIDE,J127,001,ZUHARPR1_EBA,,
YICAFNO1,ZASAP_EXTRACT_IDOCS,AFENO,,001,YICAFNO1_001,,COP
YICDMNO1,ZASAP_EXTRACT_IDOCS,DMS_SMARTPLANT,S014,001,YICDMNO1_001,,COP
YICECNO1,ZASAP_EXTRACT_IDOCS,ECM,S014,001,YICECNO1_001,,COP
YICEQNO1,ZASAP_EXTRACT_IDOCS,EQUIPMENT NORW,S014,001,YICEQNO1_001,,COP
YICFLNO1,ZASAP_EXTRACT_IDOCS,FUNCT LOC NORW,S014,001,YICFLNO1_001,,COP
YICMANO1,ZASAP_EXTRACT_IDOCS,MATERIAL NO,S014,001,YICMANO1_001,,COP
YICNONO1,ZASAP_EXTRACT_IDOCS,NOTIF. NORWAY,S014,001,YICNONO1_001,,COP
YICPMNO1,ZASAP_EXTRACT_IDOCS,PMONO,,001,YICPMNO1_001,,COP
YIDOCPDF,Z_IDOCPDFPOST,PRODRUN,MFPR,001,YIDOCPDF_001,,
YIEXPRO1,ZEXPRO_SAFEWELLS_FL_EXTRACT,SAFEWELL_00001,DUMY,001,YIEXPRO1_001,,COP
YIFIMRKO,RMVKON00,ID_CONS_JE01,S014,001,YIFIMRKO_001,,
YIGFMCPT,ZNOTIFICATION_COMPLETE,YIGFMCPT,SB58,001,YIGFMCPT_001,Notifications Completed Since Last Run,
YIINTWRK,ZNETLOAD,ID_MA01_SCED,J127,001,YIINTWRK_001,,
YIINWRK2,ZNETLOAD,ID_MA01_SCED,J127,001,YIINWRK2_001,,
YIIWCFIX,ZFIXWCTR,ID_MA01_WCFIX,J127,001,YIIWCFIX_001,,
YINDMRP2,RMMRP000,YMRPES01_IDZ3,S014,001,YINDMRP2_001,,COP
YINDPOEX,RM06ENMA,ID_POREM,S014,001,YINDPOEX_001,,
YINETWRK,ZNETLOAD,APLNG,S014,001,YINETWRK_001,,
YIORDER1,RKKBABS0,PLANT_180,MFPR,001,YIORDER1_001,PM Order Close,COP
YIP10REP,Z_IP10_AUTO_PROCESS,PROD RUN,BVMC,001,YIP10REP_001,,COP
YIPLPMDT,Z_WORKORDER_PLAN_DATES,IPL PROD,S014,001,YIPLPMDT_001,,COP
YISSOW01,ZISW_CACHE_CLEANUP,,S014,001,YISSOW01_001,,COP
YISWICRR,ZISW_IC_REVALIDATION_REMINDER,SUBAN_REV_DUE,LOCL,001,YISWICRR_001,,COP
YISWID01,ZISW_REISSUE_END_OF_SHIFT,ID15,S014,001,YISWID01_001,,COP
YISWIRR5,ZISW_IC_REVALIDATION_REMINDER,TEESSI_REV_DUE,LOCL,001,ZISW_IC_REVA,,COP
YISWIRR6,ZISW_IC_REVALIDATION_REMINDER,SURM_REV_DUE,LOCL,001,ZISW_IC_REVA,,COP
YISWJS01,ZISW_JSA_EXPIRATION_REMINDER,AM01_JSA,LOCL,001,YISWJS01_001,,COP
YISWLCK3,ZISW_IC_LOCKBOX_CLOSEOUT,ISW_APAC,,001,YISWLCK3_001,,COP
YISWPLO1,ZISW_FIX_LOAD_MARKED_LOCATION,EXPORT_TEESIDE,LOCL,001,YISWPLO1_001,,COP
YISWPLO5,ZISW_FIX_LOAD_MARKED_LOCATION,EXPORT_YAA0,LOCL,001,YISWPLO5_001,,COP
YISWPLOT,ZISW_EXPORT_PLOT_PLAN_DATA,AM01_ALL,S014,001,YISWPLOT_001,,
YISWWANS,ZISW_AUTO_CLOSE_WAN,SELF_ISSUE,S014,001,YISWWANS_001,,COP
YISWWOUP,ZISW_UPDATE_WO,APLNG,LOCL,001,YISWWOUP_001,,COP
YIUDOCDL,MCDOKDEL,BD_DOCTYPE_A01,J127,001,MCDOKDEL_A01,Daily delete of PM documents with deletion ind - Doc Type A01,
YIUENTCR,ZPM_ENTRYLIST_CREATE,ENTRYLIST-CRT,S014,001,YIUENTCR_001,,COP
YIUENTDL,ZPM_ENTRYLIST_DELETE,ENTRYLIST-DEL,S014,001,YIUENTDL_001,,COP
YIUEODTR,RIIBIP00,BD_EOD_NOTIFIC,J127,001,YIUEODTR_001,,
YIUEPSAK,ZEPS_NETWORK,EPS_AKER,S014,001,YIUEPSAK_001,,COP
YIUEPSJ1,ZEPS_NETWORK,EPS_NORWAY,S014,001,YIUEPSJ1_001,,
YIULINLI,/SAPDMC/SAP_LSMW_INTERFACE,CLASS_AMIS,S014,001,YIULINLI_001,,COP
YIUMPGTL,/SAPDMC/SAP_LSMW_INTERFACE,BD_MPGTASKLALL,S014,001,YIUMPGTL_001,Norway - Update planner group on all Task Lists,COP
YIUSPL1M,ZLSMW_MONITOR_EDFI2,SPL_DMS_DMSALL,LOCL,001,YIUSPL1M_001,,COP
YIUSPL2M,ZLSMW_MONITOR_EDFI2,SPL_IDOCS,LOCL,001,YIUSPL2M_001,,COP
YIUSPLFX,ZLSMW_PREPROC,SN_FIXERROR,S014,001,YIUSPLFX_001,,COP
YIWBSCLO,ZDELETE,Z_WBSE_CLOSE,,001,YIWBSCLO_001,,
YL48BAKN,RMVKON00,L48 BAKKEN,MFPR,001,YL48BAKN_001,,COP
YL48EQUI,Z_SJBU_PM_DATA_EXTRACT,L48_EQ,BVMC,001,YL48EQUI_001,,COP
YL48FUNC,Z_SJBU_PM_DATA_EXTRACT,L48_FL,BVMC,001,YL48FUNC_001,,COP
YL48MRK1,RMVKON00,L48 LYSITE2,,001,YL48MRK1_001,,COP
YL48MRK2,RMVKON00,L48 PRICE,,001,YL48MRK2_001,,COP
YL48MRK3,RMVKON00,L48 PERMIAN,,001,YL48MRK3_001,,COP
YL48NANN,RMVKON00,L48 LYSITE,DUMY,001,YL48NANN_001,Lysite PIPELINE SETTLEMENT REPORT,COP
YL48ORD1,Z_SJBU_PM_DATA_EXTRACT,L48_OR1,BVMC,001,YL48ORD1_001,,COP
YL48ORD2,Z_SJBU_PM_DATA_EXTRACT,L48_OR2,BVMC,001,YL48ORD2_001,,COP
YMAKMRPF,RMMRP000,MRP_FULL_YAA2,,001,YMAKMRPF_001,MRP_FULL_YAA2,COP
YMAKMRPJ,RMMRP000,MRP_NETCH_YAA2,,001,YMAKMRPJ_001,MRP_NETCH_YAA2,COP
YMALMCRA,ZALE_CHGPTRS_STATUS_UPDATE,MATERIAL,MFPR,001,YMALMCRA_001,,
YMALPCRA,ZALE_PLANT_CHANGES,PLANT_PI,,001,YMALPCRA_002,,
YMALVCRA,RBDMIDOC,VENDOR,S033,001,YMALVCRA_001,,
YMAPEXPD,RM06ENMA,AUS_EXPEDITE,J127,001,YMAPEXPD_001,,
YMAPOIT1,RM06BB30,CORP_DELL,,001,YMAPOIT1_001,ALASKA HOURLY,COP
YMAUINVP,RMMR1MIS,INV PLN AUSTRA,S014,001,YMAUINVP_001,,COP
YMAUSRL1,ZUMI0002,ZABUE1MTHCHK,JK42,001,YMAUSRL1_001,H8 - Source List update Daily,COP
YMAUSRL7,ZUMI0002,ZABUE7DAYCHK,JK42,001,YMAUSRL7_001,H8 - Source List update Twice a Day,COP
YMAUSRLY,ZUMI0002,ZABUE3MTHCHK,JK42,001,YMAUSRLY_001,H8 - Source List update Weekly,COP
YMAUTOAK,RM06BB30,ALASKA HOURLY,,001,YMAUTOAK_001,ALASKA HOURLY,
YMAUTOCA,RM06BB30,CA_MONTH_INV,DUMY,001,YMAUTOCA_001,Montney CA AutoPO,COP
YMAUTOGI,Z_AUTO_GOODS_ISSUE,ALL,LOCL,001,YMAUTOGI_001,,
YMAUTOGR,ZMM_BUILD_POD_DOC_ATTCH,PROD RUN,,001,YMAUTOGR_001,Auto GR HOURLY,COP
YMAUTOIT,RM06BB30,US_IT_IBUY,,001,YMAUTOIT_001,EBP IT Auto PO - iBuy,
YMBATWRI,MMREO020N,YA BATCH DEL,BVMM,001,YMBATWRI_001,,COP
YMBVMRPF,RMMRP000,FULL_0101,MFPR,001,YMBVMRPF_001,,
YMBWCONT,ZMBWCONTRACT,ALASKA BW CUBE,,001,YMBWCONT_001,Extract Alaska Service Contract Data for BW,
YMCAMRKO,RMVKON00,AIS252689,CG33,001,YMCAMRKO_001,SETTLEMENTS FOR CANADA,
YMCATERR,ZPROCESS_PMPS_ERROR,PM,MFPR,001,YMCATERR_001,,
YMCHISTO,SAPFOIO_CONVERT_TR_REQ,CHINA1,SJ28,001,YMCHISTO_001,Convert Offshore Logistics Transport Reqs to STOs,
YMCNFT01,ZM_CONFLICT_AUTH_DATA,DEFAULT,BVMC,001,YMCNFT01_001,,
YMCPYVND,ZAPPER,VNDINFOADD,MFPR,001,YMCPYVND_001,Info Record Add,
YMD06001,ZM_MD06_EXCEPTION,DEFAULT,DUMY,001,YMD06001_001,,
YMDELVDT,ZM_PO_CHANGE,PREVIOUS DAY,DUMY,001,YMDELVDT_001,,
YMDMEXTR,ZMDM_MATERIAL_EXTRACTION,DELTA_ALL,S033,001,YMDMEXTR_001,,
YMDOKDEL,MCDOKDEL,A04,MFPR,001,YMDOKDEL_001,A04,
YMEBPPOC,RBDAPP01,EBP_PO_CONFIRM,MFPR,001,YMEBPPOC_001,EBP PO Confirmation Postings for IT,
YMEDI850,ZEDITRAN,ORDERS,MFPR,001,YVEDIINV_001,,
YMEDIPFL,RBDAPP01,PRICE FILES,MFPR,001,YMEDIPFL_001,,
YMENFDLY,Z_ENFOS_OLA_EXTRACT,ENFOS_NEWCHG,S357,001,YMENFDLY_001,Extract OLA and send to ENFOS,
YMEPAYEM,Z_SEND_APPROVAL_EMAIL,EPAY-PRD,MFPR,001,YMEPAYEM_001,Send ePayables Invoice Approval email,
YMEPCTEM,Z_SEND_APPROVAL_EMAIL,EPAYCT-PRD,MFPR,001,YMEPCTEM_001,Send ePayables Contractor Time approval email,
YMERS001,RMMR1MRS,COMPANY 01,,001,YMERS001_001,COMPANY 01,
YMERS002,RMMR1MRS,COMMERCIAL,HO30,001,YMERS002_001,COMMERCIAL,
YMERS004,RMMR1MRS,FIX EKBZ TABLE,,001,YMERS004_001,FIX EKBZ TABLE,
YMERS005,RMMR1MRS,INTERCO 1,,001,YMERS005_001,INTERCO 1,
YMERS006,RMMR1MRS,INTERCO 2,,001,YMERS006_001,INTERCO 2,
YMFFDLY1,ZFF_PARTS_EXTRACT,FF DAILY,DUMY,001,YMFFDLY1_001,ALASKA HOURLY,COP
YMFFDLY2,ZFF_INV_ADJUSTMENTS,FF DAILY,DUMY,001,YMFFDLY2_001,,COP
YMFFSTG1,Z_BTCH_STAGING_EMAIL,EQU STAGING,DUMY,001,YMFFSTG1_001,ALASKA HOURLY,COP
YMFRTIN1,Z_FRT_TO_INV_FOR_PROCU_MAT_FRT,TRANSP_2_WO,MFPR,001,YMFRTIN1_001,,
YMFRTINV,Z_FRT_TO_INV_FOR_PROCU_MAT_FRT,TRANSP_1_CC,MFPR,001,YMFRTINV_001,,
YMH8PO01,RM06BB30,AU-PUNCHOUT,MFPR,001,YMH8PO01_001,H8 - Autom. PO creation,
